dz_2021_code,type,hours_15_or_less_worked_per_week,hours_16_30_worked_per_week,hours_31_48_worked_per_week,hours_49_worked_per_week,not_applicable
N20001255,NI data zone,19,67,114,8,545
N20001256,NI data zone,15,52,86,6,325
N20001257,NI data zone,15,71,81,6,424
N20001258,NI data zone,60,116,369,33,401
N20001259,NI data zone,26,57,170,21,447
N20001260,NI data zone,21,50,166,11,255
N20001261,NI data zone,27,90,161,11,567
N20001262,NI data zone,11,51,72,7,305
N20001263,NI data zone,21,49,64,7,457
N20001264,NI data zone,39,71,262,39,412
N20001265,NI data zone,29,45,165,14,262
N20001266,NI data zone,15,55,82,13,439
N20001268,NI data zone,18,59,47,4,495
N20001269,NI data zone,18,40,56,2,402
N20001270,NI data zone,9,24,68,5,240
N20001271,NI data zone,27,40,130,25,224
N20001272,NI data zone,27,69,109,5,437
N20001274,NI data zone,11,39,84,7,250
N20001275,NI data zone,22,33,145,22,172
N20001276,NI data zone,6,50,72,7,359
N20001277,NI data zone,35,89,182,10,424
N20001278,NI data zone,23,64,176,21,270
N20001280,NI data zone,14,23,125,12,137
N20001281,NI data zone,11,29,128,10,135
N20001282,NI data zone,27,87,161,11,229
N20001283,NI data zone,20,34,55,5,245
N20001284,NI data zone,24,79,227,16,299
N20001285,NI data zone,17,38,89,7,185
N20001286,NI data zone,9,30,36,4,229
N20001287,NI data zone,19,44,78,4,263
N20001288,NI data zone,21,65,90,4,337
N20001289,NI data zone,13,32,111,11,231
N20001290,NI data zone,70,141,388,33,498
N20001291,NI data zone,23,73,152,13,315
N20001292,NI data zone,20,56,193,24,276
N20001293,NI data zone,14,33,77,5,239
N20001294,NI data zone,10,21,64,4,133
N20001295,NI data zone,12,38,61,5,224
N20001296,NI data zone,24,33,127,9,207
N20001304,NI data zone,24,48,60,4,406
N20001307,NI data zone,22,57,108,2,397
N20001311,NI data zone,9,49,100,6,230
N20001312,NI data zone,10,39,107,6,250
N20001315,NI data zone,26,39,109,11,281
N20001316,NI data zone,23,46,73,7,379
N20001318,NI data zone,15,62,132,11,255
N20001319,NI data zone,13,43,80,5,199
N20001321,NI data zone,20,58,135,12,366
N20001322,NI data zone,16,44,104,8,283
N20001324,NI data zone,20,41,72,6,377
N20001330,NI data zone,19,48,113,14,217
N20001333,NI data zone,24,50,133,13,228
N20001334,NI data zone,36,77,201,14,375
N20001336,NI data zone,4,19,44,2,183
N20001337,NI data zone,22,43,109,10,237
N20001340,NI data zone,26,44,109,7,250
N20001342,NI data zone,21,67,147,11,333
N20001345,NI data zone,22,64,129,14,255
N20001347,NI data zone,7,10,18,4,275
N20001350,NI data zone,18,45,144,5,226
N20001352,NI data zone,16,57,112,13,337
N20001354,NI data zone,16,50,110,6,248
N20001355,NI data zone,13,45,131,12,277
N20001357,NI data zone,19,56,97,13,226
N20001361,NI data zone,19,53,164,8,297
N20001364,NI data zone,23,77,136,15,343
N20001366,NI data zone,16,40,98,6,251
N20001367,NI data zone,9,40,106,10,238
N20001368,NI data zone,17,21,83,8,122
N20001389,NI data zone,17,45,71,6,422
N20001396,NI data zone,10,38,44,8,331
N20001398,NI data zone,13,36,58,11,245
N20001406,NI data zone,6,14,40,4,262
N20001409,NI data zone,7,23,49,1,148
N20001410,NI data zone,11,23,45,4,213
N20001412,NI data zone,8,14,48,3,199
N20001414,NI data zone,10,32,61,5,231
N20001415,NI data zone,12,28,39,4,246
N20001418,NI data zone,13,37,138,18,212
N20001421,NI data zone,20,38,47,10,337
N20001423,NI data zone,2,17,29,4,190
N20001425,NI data zone,12,20,144,9,105
N20001426,NI data zone,11,35,40,4,308
N20001429,NI data zone,18,67,73,5,402
N20001430,NI data zone,15,22,78,3,176
N20001431,NI data zone,11,24,36,3,244
N20001432,NI data zone,3,40,47,4,214
N20001433,NI data zone,28,40,42,1,309
N20001434,NI data zone,11,35,69,4,235
N20001435,NI data zone,11,29,30,0,277
N20001437,NI data zone,9,47,61,5,297
N20001438,NI data zone,17,36,49,2,313
N20001439,NI data zone,17,66,130,10,354
N20001440,NI data zone,10,46,57,2,281
N20001441,NI data zone,13,59,132,8,314
N20001442,NI data zone,17,81,121,5,263
N20001443,NI data zone,11,25,90,5,233
N20001444,NI data zone,26,73,86,6,449
N20001445,NI data zone,14,43,85,7,244
N20002252,NI data zone,24,63,144,15,288
N20002253,NI data zone,17,35,103,6,135
N20002254,NI data zone,19,39,166,16,246
N20002255,NI data zone,7,32,71,5,159
N20002256,NI data zone,19,45,134,15,225
N20002257,NI data zone,24,48,215,34,306
N20002258,NI data zone,21,58,165,31,308
N20002259,NI data zone,28,50,157,28,230
N20002260,NI data zone,22,45,165,40,264
N20002261,NI data zone,30,48,138,33,232
N20002262,NI data zone,28,57,156,23,220
N20002263,NI data zone,12,28,164,24,199
N20002264,NI data zone,18,47,141,17,285
N20002265,NI data zone,8,23,75,11,145
N20002266,NI data zone,15,49,140,31,290
N20002267,NI data zone,14,11,89,13,179
N20002268,NI data zone,55,106,262,91,562
N20002269,NI data zone,22,55,201,20,332
N20002270,NI data zone,6,20,86,14,120
N20002271,NI data zone,15,46,144,38,209
N20002272,NI data zone,21,43,210,36,232
N20002273,NI data zone,23,53,150,23,292
N20002274,NI data zone,20,42,134,42,273
N20002275,NI data zone,25,63,225,35,251
N20002276,NI data zone,25,42,128,31,266
N20002277,NI data zone,34,66,187,44,376
N20002278,NI data zone,19,42,90,19,215
N20002279,NI data zone,7,15,72,14,143
N20002280,NI data zone,24,47,114,22,233
N20002281,NI data zone,36,49,160,51,356
N20002282,NI data zone,17,33,114,22,236
N20002283,NI data zone,11,12,51,19,125
N20002284,NI data zone,56,70,204,88,421
N20002285,NI data zone,36,44,162,45,255
N20002286,NI data zone,28,29,89,35,206
N20002305,NI data zone,17,49,230,29,239
N20002307,NI data zone,17,27,121,21,156
N20002326,NI data zone,20,35,168,22,328
N20002330,NI data zone,19,43,140,10,313
N20002331,NI data zone,14,33,34,4,323
N20002333,NI data zone,22,38,105,16,205
N20002337,NI data zone,24,41,117,11,276
N20002338,NI data zone,18,12,53,13,162
N20002339,NI data zone,18,42,126,8,234
N20002340,NI data zone,14,19,44,6,148
N20002343,NI data zone,26,25,98,13,197
N20002345,NI data zone,16,37,91,12,218
N20002346,NI data zone,20,37,101,15,206
N20002347,NI data zone,21,60,124,6,322
N20002348,NI data zone,19,39,137,12,205
N20002350,NI data zone,19,48,154,20,255
N20002352,NI data zone,25,53,94,8,326
N20002353,NI data zone,39,98,270,28,388
N20002354,NI data zone,8,29,74,9,192
N20002355,NI data zone,14,54,137,11,274
N20002356,NI data zone,27,49,137,14,248
N20002357,NI data zone,12,55,123,10,232
N20002358,NI data zone,12,38,149,22,148
N20002359,NI data zone,10,25,57,7,125
N20002360,NI data zone,14,38,140,18,291
N20002361,NI data zone,22,36,79,4,249
N20002362,NI data zone,21,69,170,21,376
N20002363,NI data zone,26,62,155,12,260
N20002365,NI data zone,8,38,59,8,185
N20002366,NI data zone,17,50,147,13,264
N20002367,NI data zone,21,34,129,8,264
N20002368,NI data zone,14,43,113,5,336
N20002369,NI data zone,20,43,136,9,216
N20002370,NI data zone,28,55,76,8,310
N20002371,NI data zone,19,36,90,7,288
N20002372,NI data zone,27,57,173,26,407
N20002373,NI data zone,26,69,144,19,441
N20002374,NI data zone,21,38,113,13,314
N20002375,NI data zone,17,36,75,7,273
N20002376,NI data zone,11,15,56,9,135
N20002377,NI data zone,30,59,245,26,318
N20002378,NI data zone,21,40,116,20,340
N20002379,NI data zone,33,70,179,13,460
N20002380,NI data zone,17,42,120,10,234
N20002381,NI data zone,26,44,139,10,238
N20002382,NI data zone,22,64,159,17,378
N20002383,NI data zone,17,20,139,10,222
N20002384,NI data zone,13,57,141,8,277
N20002385,NI data zone,15,49,236,21,296
N20002386,NI data zone,29,78,203,18,311
N20002387,NI data zone,25,48,222,18,315
N20002388,NI data zone,15,57,86,7,415
N20002389,NI data zone,22,52,219,19,253
N20002390,NI data zone,35,65,175,10,303
N20002391,NI data zone,12,21,79,7,139
N20002392,NI data zone,18,49,319,46,336
N20002393,NI data zone,19,51,181,17,305
N20002394,NI data zone,25,49,126,13,254
N20002395,NI data zone,6,27,217,19,127
N20002396,NI data zone,12,30,110,12,186
N20002397,NI data zone,22,44,140,18,252
N20002398,NI data zone,14,41,139,16,245
N20002399,NI data zone,40,64,207,36,358
N20002400,NI data zone,13,32,71,4,184
N20002401,NI data zone,12,31,101,22,238
N20002402,NI data zone,23,38,112,30,210
N20002403,NI data zone,20,40,147,28,169
N20002404,NI data zone,44,81,373,113,433
N20002405,NI data zone,22,50,133,21,288
N20002406,NI data zone,24,41,133,25,339
N20002407,NI data zone,8,26,72,9,136
N20002408,NI data zone,39,53,167,18,288
N20002409,NI data zone,16,44,80,4,270
N20002410,NI data zone,13,43,105,12,225
N20002411,NI data zone,22,62,211,18,277
N20002412,NI data zone,17,36,124,24,276
N20002413,NI data zone,14,22,63,15,192
N20002414,NI data zone,12,49,175,9,283
N20002415,NI data zone,25,47,119,14,237
N20002416,NI data zone,15,29,87,14,267
N20002417,NI data zone,26,29,114,26,318
N20002418,NI data zone,24,49,145,16,191
N20002419,NI data zone,5,25,99,19,130
N20002420,NI data zone,26,43,106,12,288
N20002421,NI data zone,7,16,73,7,173
N20002422,NI data zone,18,17,62,7,165
N20002423,NI data zone,12,42,116,7,325
N20002424,NI data zone,30,46,136,27,294
N20002425,NI data zone,28,52,154,45,343
N20002426,NI data zone,25,39,141,33,222
N20002427,NI data zone,40,40,126,20,294
N20002428,NI data zone,12,20,81,7,114
N20002429,NI data zone,19,49,113,13,380
N20002430,NI data zone,18,28,117,37,229
N20002431,NI data zone,22,48,82,5,281
N20002432,NI data zone,21,30,93,8,333
N20002433,NI data zone,22,34,94,40,244
N20002434,NI data zone,11,30,80,11,135
N20002435,NI data zone,19,45,221,48,336
N20002436,NI data zone,16,25,165,23,219
N20002437,NI data zone,30,69,235,43,334
N20002438,NI data zone,33,44,122,41,236
N20002439,NI data zone,40,73,189,75,388
N20002440,NI data zone,38,60,173,33,340
N20002441,NI data zone,38,61,183,33,303
N20002442,NI data zone,40,48,147,46,266
N20002443,NI data zone,31,27,87,23,246
N20002444,NI data zone,37,43,165,45,287
N20002445,NI data zone,45,47,154,45,291
N20002446,NI data zone,30,49,147,50,328
N20002447,NI data zone,33,61,148,41,299
N20002448,NI data zone,17,48,173,17,230
N20002449,NI data zone,44,59,151,42,252
N20002450,NI data zone,33,51,152,24,272
N20002451,NI data zone,31,53,143,53,314
N20002452,NI data zone,41,61,123,36,246
N20002453,NI data zone,26,43,123,24,241
N20002454,NI data zone,24,57,181,23,335
N20002455,NI data zone,14,39,105,19,198
N20002456,NI data zone,27,80,218,27,315
N20002457,NI data zone,20,39,188,15,231
N20002458,NI data zone,28,64,171,27,280
N20002459,NI data zone,21,43,153,14,261
N20002460,NI data zone,12,22,93,7,113
N20002461,NI data zone,22,59,242,31,372
N20002462,NI data zone,19,44,141,12,264
N20002463,NI data zone,20,39,154,16,222
N20002464,NI data zone,11,31,148,14,233
N20002465,NI data zone,17,35,147,9,218
N20002466,NI data zone,6,28,86,8,112
N20002467,NI data zone,29,53,223,21,331
N20002468,NI data zone,15,36,181,24,301
N20002469,NI data zone,16,38,148,9,157
N20002470,NI data zone,29,60,214,30,341
N20002471,NI data zone,14,46,173,20,159
N20002472,NI data zone,21,43,113,23,265
N20002473,NI data zone,17,32,130,15,251
N20002474,NI data zone,35,65,281,35,298
N20002475,NI data zone,16,36,126,19,270
N20002476,NI data zone,33,56,263,40,301
N20002477,NI data zone,17,32,139,26,194
N20002478,NI data zone,48,61,232,35,418
N20002479,NI data zone,16,41,117,18,144
N20002480,NI data zone,10,52,226,47,278
N20002481,NI data zone,37,70,190,21,414
N20002482,NI data zone,28,53,265,36,317
N20002483,NI data zone,38,96,265,52,362
N20002484,NI data zone,25,43,194,36,541
N20002485,NI data zone,10,36,123,23,215
N20002486,NI data zone,9,22,72,11,154
N20002487,NI data zone,30,70,260,39,336
N20002488,NI data zone,20,40,204,25,268
N20002489,NI data zone,19,34,105,6,172
N20002490,NI data zone,24,46,149,17,397
N20002491,NI data zone,26,55,158,24,293
N20002492,NI data zone,27,36,117,19,151
N20002493,NI data zone,8,27,55,7,257
N20002494,NI data zone,20,42,160,26,166
N20002495,NI data zone,39,54,220,36,317
N20002496,NI data zone,39,90,247,30,332
N20002497,NI data zone,14,49,179,19,212
N20002498,NI data zone,16,50,123,23,190
N20002499,NI data zone,36,61,200,42,350
N20002500,NI data zone,50,104,301,39,420
N20002501,NI data zone,29,48,170,16,240
N20002502,NI data zone,20,53,129,13,199
N20002503,NI data zone,33,63,209,23,239
N20002504,NI data zone,6,27,93,10,167
N20002505,NI data zone,21,57,175,32,246
N20002506,NI data zone,16,33,106,14,156
N20002507,NI data zone,9,14,56,7,141
N20002508,NI data zone,15,46,193,24,242
N20002509,NI data zone,19,53,250,25,217
N20002510,NI data zone,16,50,96,8,174
N20002511,NI data zone,18,52,130,12,290
N20002512,NI data zone,15,45,119,11,281
N20002513,NI data zone,14,30,96,11,208
N20002514,NI data zone,20,72,166,9,329
N20002515,NI data zone,28,54,198,21,260
N20002516,NI data zone,20,62,231,17,254
N20002517,NI data zone,14,36,69,5,185
N20002518,NI data zone,17,60,182,20,183
N20002519,NI data zone,14,31,109,13,133
N20002520,NI data zone,29,37,126,18,329
N20002521,NI data zone,21,59,139,7,264
N20002522,NI data zone,15,42,91,7,215
N20002523,NI data zone,21,47,85,4,202
N20002524,NI data zone,20,55,187,10,253
N20002525,NI data zone,15,32,92,20,211
N20002526,NI data zone,12,41,287,21,205
N20002527,NI data zone,23,71,165,9,366
N20002528,NI data zone,4,34,171,13,122
N20002529,NI data zone,13,48,82,1,204
N20002530,NI data zone,15,59,108,10,270
N20002531,NI data zone,9,29,116,7,161
N20002532,NI data zone,16,58,130,21,239
N20002533,NI data zone,13,34,76,9,207
N20002534,NI data zone,23,53,136,23,306
N20002535,NI data zone,17,40,114,18,174
N20002536,NI data zone,22,54,183,26,278
N20002537,NI data zone,7,29,71,10,212
N20002538,NI data zone,11,46,203,26,149
N20002539,NI data zone,22,38,182,22,152
N20002540,NI data zone,16,35,108,51,221
N20002541,NI data zone,32,42,96,33,258
N20002542,NI data zone,9,32,113,15,199
N20002543,NI data zone,17,13,66,23,148
N20002544,NI data zone,14,41,115,6,209
N20002545,NI data zone,29,61,198,19,294
N20002546,NI data zone,27,53,217,27,286
N20002547,NI data zone,33,60,134,52,355
N20003208,NI data zone,28,46,128,36,221
N20003209,NI data zone,38,54,149,51,271
N20003210,NI data zone,33,44,131,31,242
N20003211,NI data zone,44,65,155,37,303
N20003213,NI data zone,46,78,236,82,395
N20003214,NI data zone,64,86,246,60,477
N20003215,NI data zone,29,65,188,41,382
N20003216,NI data zone,47,66,190,56,376
N20003217,NI data zone,23,46,117,17,321
N20003218,NI data zone,33,69,176,35,337
N20003219,NI data zone,30,54,134,29,265
N20003220,NI data zone,29,43,151,15,307
N20003221,NI data zone,34,77,227,28,477
N20003222,NI data zone,37,52,176,35,307
N20003223,NI data zone,24,43,138,32,245
N20003225,NI data zone,46,65,231,47,371
N20003226,NI data zone,31,68,180,34,429
N20003227,NI data zone,42,89,229,44,359
N20003229,NI data zone,36,42,162,32,276
N20003230,NI data zone,33,74,192,39,352
N20003231,NI data zone,32,65,199,42,341
N20003232,NI data zone,21,39,109,21,252
N20003234,NI data zone,49,63,215,46,327
N20003235,NI data zone,24,54,182,45,322
N20003236,NI data zone,50,57,222,40,416
N20003237,NI data zone,39,56,131,30,305
N20003238,NI data zone,16,57,174,23,267
N20003239,NI data zone,36,48,158,26,346
N20003240,NI data zone,38,68,180,45,380
N20003241,NI data zone,32,71,188,17,349
N20003242,NI data zone,20,54,115,12,243
N20003243,NI data zone,30,54,169,12,317
N20003244,NI data zone,38,59,129,21,362
N20003245,NI data zone,20,28,53,5,217
N20003246,NI data zone,24,38,103,4,294
N20003247,NI data zone,12,19,44,7,154
N20003248,NI data zone,25,31,103,8,264
N20003249,NI data zone,19,21,68,5,189
N20003250,NI data zone,25,47,112,43,290
N20003251,NI data zone,6,18,52,4,154
N20003252,NI data zone,20,33,83,13,273
N20003253,NI data zone,24,36,120,29,264
N20003254,NI data zone,18,35,75,13,252
N20003255,NI data zone,17,39,121,19,263
N20003256,NI data zone,23,29,105,24,287
N20003257,NI data zone,47,70,197,43,355
N20003258,NI data zone,16,38,82,11,250
N20003259,NI data zone,21,49,126,36,309
N20003260,NI data zone,27,62,161,15,329
N20003261,NI data zone,35,66,179,47,360
N20003262,NI data zone,24,47,149,23,345
N20003263,NI data zone,22,31,79,6,375
N20003264,NI data zone,29,47,136,19,279
N20003265,NI data zone,17,34,77,13,334
N20003266,NI data zone,38,53,132,23,372
N20003267,NI data zone,19,36,56,3,294
N20003268,NI data zone,32,49,152,31,306
N20003269,NI data zone,21,43,91,4,332
N20003270,NI data zone,24,43,101,16,336
N20003271,NI data zone,18,25,77,10,278
N20003272,NI data zone,30,65,172,22,326
N20003273,NI data zone,43,47,126,38,331
N20003274,NI data zone,31,68,144,26,431
N20003275,NI data zone,30,44,120,33,253
N20003276,NI data zone,27,59,173,41,362
N20003277,NI data zone,24,50,123,12,231
N20003278,NI data zone,27,39,63,13,364
N20003279,NI data zone,14,30,53,17,241
N20003280,NI data zone,18,47,131,27,287
N20003281,NI data zone,34,57,124,46,340
N20003282,NI data zone,46,62,200,47,391
N20003283,NI data zone,30,60,168,44,314
N20003284,NI data zone,21,52,134,11,349
N20003285,NI data zone,20,45,114,33,221
N20003286,NI data zone,22,43,125,31,253
N20003287,NI data zone,34,47,124,29,304
N20003288,NI data zone,30,65,170,58,355
N20003289,NI data zone,26,46,135,39,320
N20003290,NI data zone,27,69,181,41,366
N20003291,NI data zone,34,64,157,51,311
N20003292,NI data zone,43,73,206,73,360
N20003293,NI data zone,46,73,220,56,414
N20003294,NI data zone,18,40,155,31,259
N20003295,NI data zone,26,50,132,36,334
N20003296,NI data zone,14,38,112,22,230
N20003297,NI data zone,38,54,193,38,316
N20003298,NI data zone,16,47,144,16,262
N20003299,NI data zone,31,64,141,11,406
N20003300,NI data zone,31,62,207,31,371
N20003301,NI data zone,30,50,159,29,315
N20003302,NI data zone,15,53,118,11,438
N20003303,NI data zone,16,26,64,7,308
N20003304,NI data zone,34,53,169,26,584
N20003305,NI data zone,11,23,76,13,202
N20003306,NI data zone,16,41,128,18,236
N20003307,NI data zone,19,29,91,21,218
N20003308,NI data zone,15,60,136,26,272
N20003309,NI data zone,20,56,152,43,262
N20003310,NI data zone,31,48,146,43,311
N20003311,NI data zone,29,55,198,22,323
N20003312,NI data zone,20,33,91,20,228
N20003313,NI data zone,27,64,185,47,256
N20003314,NI data zone,15,39,109,36,220
N20003315,NI data zone,26,73,217,14,356
N20003316,NI data zone,24,35,98,24,172
N20003317,NI data zone,42,83,247,42,442
N20003318,NI data zone,35,66,152,16,388
N20003319,NI data zone,65,96,276,56,505
N20003320,NI data zone,18,38,137,38,221
N20003321,NI data zone,40,66,226,44,354
N20003322,NI data zone,26,47,131,34,245
N20003323,NI data zone,22,48,154,41,222
N20003324,NI data zone,62,79,230,47,430
N20003325,NI data zone,19,38,124,24,233
N20003326,NI data zone,24,61,162,28,311
N20003327,NI data zone,28,75,193,40,356
N20003328,NI data zone,49,75,209,65,380
N20003329,NI data zone,27,42,151,29,309
N20003330,NI data zone,33,60,157,28,309
N20003331,NI data zone,26,58,165,53,330
N20003332,NI data zone,41,54,155,22,258
N20003333,NI data zone,24,58,113,47,261
N20003334,NI data zone,20,51,111,14,269
N20003335,NI data zone,51,74,198,30,473
N20003336,NI data zone,31,80,232,22,432
N20003337,NI data zone,39,57,162,41,368
N20003338,NI data zone,33,72,188,26,403
N20003339,NI data zone,10,29,82,3,217
N20003340,NI data zone,28,43,104,20,281
N20003341,NI data zone,32,61,166,24,398
N20003342,NI data zone,29,49,193,21,411
N20003343,NI data zone,32,58,121,24,391
N20003344,NI data zone,25,46,125,23,241
N20003345,NI data zone,27,41,107,5,221
N20003346,NI data zone,22,34,90,6,204
N20003347,NI data zone,24,41,147,34,272
N20003348,NI data zone,16,30,126,19,127
N20003349,NI data zone,27,66,270,32,363
N20003350,NI data zone,31,59,156,21,330
N20003351,NI data zone,20,21,74,16,220
N20003352,NI data zone,30,58,177,33,249
N20003353,NI data zone,29,43,142,16,249
N20003354,NI data zone,19,47,128,15,219
N20003355,NI data zone,32,60,197,30,336
N20003356,NI data zone,28,59,127,40,280
N20003357,NI data zone,26,43,155,36,275
N20003358,NI data zone,38,64,171,44,359
N20003359,NI data zone,32,53,167,44,308
N20003360,NI data zone,22,33,111,31,186
N20003361,NI data zone,17,46,143,26,212
N20003362,NI data zone,19,32,115,19,242
N20003363,NI data zone,20,58,117,30,198
N20003364,NI data zone,19,37,95,6,241
N20003365,NI data zone,32,56,160,37,247
N20003366,NI data zone,22,56,169,30,304
N20003367,NI data zone,14,23,72,16,177
N20003368,NI data zone,16,38,107,8,251
N20003369,NI data zone,18,41,124,11,361
N20003370,NI data zone,21,65,199,42,352
N20003371,NI data zone,39,65,178,56,336
N20003372,NI data zone,11,30,78,7,201
N20003373,NI data zone,21,48,178,18,214
N20003374,NI data zone,16,38,67,10,150
N20003375,NI data zone,13,36,104,14,225
N20003376,NI data zone,10,30,83,5,189
N20003377,NI data zone,14,29,83,7,233
N20003378,NI data zone,19,47,112,13,276
N20003379,NI data zone,23,30,74,8,280
N20003380,NI data zone,36,44,123,18,346
N20003381,NI data zone,20,48,148,20,274
N20003382,NI data zone,10,29,92,8,219
N20003383,NI data zone,13,34,131,16,272
N20003384,NI data zone,27,42,144,23,292
N20003385,NI data zone,14,48,152,13,227
N20003386,NI data zone,17,45,151,16,226
N20003387,NI data zone,27,65,162,54,333
N20003388,NI data zone,38,53,154,14,322
N20003389,NI data zone,28,45,100,15,213
N20003390,NI data zone,12,40,142,18,210
N20003391,NI data zone,19,48,151,18,354
N20003392,NI data zone,32,64,210,39,343
N20003393,NI data zone,43,64,174,53,325
N20003394,NI data zone,24,58,183,28,345
N20003395,NI data zone,54,58,183,40,361
N20003396,NI data zone,32,60,161,46,339
N20003397,NI data zone,31,49,153,26,450
N20003398,NI data zone,24,32,167,25,238
N20003399,NI data zone,27,58,193,30,308
N20003400,NI data zone,21,39,129,13,247
N20003401,NI data zone,19,36,168,18,251
N20003402,NI data zone,15,32,156,9,174
N20003403,NI data zone,13,34,87,5,288
N20003404,NI data zone,10,23,84,12,187
N20003405,NI data zone,20,52,157,18,329
N20003406,NI data zone,16,30,86,9,270
N20003407,NI data zone,9,18,86,4,258
N20003408,NI data zone,4,19,29,9,204
N20003409,NI data zone,20,50,112,9,278
N20003410,NI data zone,14,39,100,13,294
N20003411,NI data zone,28,77,258,29,423
N20003412,NI data zone,23,67,174,12,272
N20003413,NI data zone,29,50,105,5,327
N20003414,NI data zone,34,63,224,35,408
N20003415,NI data zone,9,17,44,7,148
N20003416,NI data zone,19,49,76,12,430
N20003417,NI data zone,18,58,136,11,323
N20003418,NI data zone,27,56,151,17,258
N20003419,NI data zone,24,53,93,13,489
N20003420,NI data zone,40,68,166,39,424
N20003421,NI data zone,27,76,226,18,348
N20003422,NI data zone,20,44,152,40,284
N20003423,NI data zone,33,57,142,36,315
N20003424,NI data zone,22,48,123,40,243
N20003425,NI data zone,18,49,80,11,266
N20003426,NI data zone,11,32,80,6,302
N20003427,NI data zone,8,18,66,10,216
N20003428,NI data zone,21,53,95,20,357
N20003429,NI data zone,33,74,175,45,356
N20003430,NI data zone,11,50,94,10,301
N20003431,NI data zone,26,49,93,12,314
N20003432,NI data zone,17,34,87,12,126
N20003433,NI data zone,28,40,116,45,256
N20003434,NI data zone,13,40,110,9,192
N20003435,NI data zone,19,37,146,19,170
N20003436,NI data zone,31,66,152,17,367
N20003437,NI data zone,19,54,119,22,276
N20003438,NI data zone,10,46,120,11,275
N20003439,NI data zone,12,39,102,8,165
N20003440,NI data zone,17,47,90,10,347
N20003441,NI data zone,10,27,77,9,216
N20003442,NI data zone,11,25,58,14,204
N20003443,NI data zone,32,39,140,34,215
N20003444,NI data zone,22,31,84,7,285
N20003445,NI data zone,5,42,73,11,227
N20003446,NI data zone,11,31,109,14,164
N20003447,NI data zone,21,28,89,20,189
N20003448,NI data zone,34,86,238,27,388
N20003449,NI data zone,11,13,76,10,130
N20003450,NI data zone,16,29,90,10,260
N20003451,NI data zone,16,28,136,9,188
N20003452,NI data zone,30,40,137,10,250
N20003453,NI data zone,28,40,114,22,247
N20003454,NI data zone,17,36,116,20,241
N20003455,NI data zone,13,30,127,23,158
N20003456,NI data zone,27,31,142,35,283
N20003457,NI data zone,33,43,145,39,257
N20003458,NI data zone,18,31,82,33,165
N20003459,NI data zone,20,36,102,18,192
N20003460,NI data zone,26,43,136,19,216
N20003461,NI data zone,19,25,91,23,180
N20003462,NI data zone,21,35,139,16,135
N20003463,NI data zone,35,74,231,25,375
N20003464,NI data zone,14,33,104,12,157
N20003465,NI data zone,24,53,148,19,325
N20003466,NI data zone,36,67,190,24,241
N20003467,NI data zone,50,75,224,71,439
N20003468,NI data zone,22,52,260,28,240
N20003469,NI data zone,38,60,171,50,402
N20003470,NI data zone,27,61,184,38,258
N20003471,NI data zone,32,72,175,58,356
N20003472,NI data zone,20,44,94,18,227
N20003473,NI data zone,30,66,119,47,318
N20003474,NI data zone,39,58,191,21,322
N20003475,NI data zone,45,40,144,46,313
N20003476,NI data zone,35,53,165,12,325
N20003477,NI data zone,33,61,174,15,238
N20003478,NI data zone,29,44,123,20,291
N20003479,NI data zone,15,34,90,7,239
N20003480,NI data zone,31,58,182,19,220
N20003481,NI data zone,20,38,98,7,192
N20003482,NI data zone,19,56,189,22,210
N20003483,NI data zone,11,43,126,22,231
N20003484,NI data zone,35,66,189,28,272
N20003485,NI data zone,14,38,57,10,213
N20003486,NI data zone,23,45,76,8,298
N20003487,NI data zone,22,48,147,10,320
N20003488,NI data zone,37,92,244,22,292
N20003489,NI data zone,11,47,160,20,133
N20003490,NI data zone,16,43,108,12,282
N20003491,NI data zone,33,69,197,13,302
N20003492,NI data zone,47,81,241,31,283
N20003493,NI data zone,30,59,114,16,379
N20003494,NI data zone,19,37,134,16,302
N20003495,NI data zone,16,46,82,8,265
N20003496,NI data zone,41,60,153,30,292
N20003497,NI data zone,17,46,102,17,216
N20003498,NI data zone,18,39,98,14,181
N20003499,NI data zone,11,24,61,10,217
N20003500,NI data zone,11,24,76,5,128
N20003501,NI data zone,29,42,104,18,270
N20003502,NI data zone,28,71,193,22,381
N20003503,NI data zone,18,30,94,17,236
N20003504,NI data zone,17,41,147,13,279
N20003505,NI data zone,32,78,191,16,394
N20003506,NI data zone,20,57,158,9,408
N20003507,NI data zone,25,55,163,17,197
N20003508,NI data zone,20,37,114,16,328
N20003509,NI data zone,11,30,95,10,223
N20003510,NI data zone,4,10,23,3,143
N20003511,NI data zone,17,46,135,8,177
N20003512,NI data zone,6,29,61,1,221
N20003513,NI data zone,15,21,57,8,140
N20003514,NI data zone,23,46,134,14,348
N20003515,NI data zone,18,49,97,10,325
N20003516,NI data zone,17,41,82,11,239
N20003517,NI data zone,15,36,53,2,216
N20003518,NI data zone,20,34,113,8,272
N20003519,NI data zone,14,35,104,13,197
N20003520,NI data zone,22,62,90,14,346
N20003521,NI data zone,11,48,122,8,358
N20003522,NI data zone,17,38,98,6,161
N20003523,NI data zone,36,39,145,38,278
N20003524,NI data zone,9,38,72,11,210
N20003525,NI data zone,24,35,92,18,205
N20003526,NI data zone,8,35,80,10,244
N20003527,NI data zone,9,32,45,7,254
N20003528,NI data zone,31,53,160,22,231
N20003529,NI data zone,11,29,99,13,162
